"","id","hrs1","marital","childs","age","educ","sex","race","income","rincome","income91","partyid","polviews","libath","colrac","colmil","colhomo","cappun","relig","attend","reliten","bible","health","class","abdefect","abnomore","abhlth","abpoor","abrape","absingle","abany","chldidel","homosex","xmovie","fear","fefam","eqincome","govtpow","aidold","aidunemp","aidcol","aidhouse","racseg","pornlaw"
"334",962,"99",3,2,22,12,1,1,12,"12",21,2,1,"2","5","4","5",2,2,4,1,".","3",3,"2","2","1","2","1","2","2",".","1","1","2","4",".",".",".",".",".",".","4","2"
"335",964,".",1,6,54,9,2,1,12,".",18,0,4,"1","5","5","4",1,1,7,1,"2","4",2,"1","2","1","2","1","2","2","2","1",".","2","4",".",".",".",".",".",".","1","."
"336",965,"17",5,0,39,20,2,1,8,"8",8,0,7,"2","4","5","4",1,1,9,1,".","4",2,"1","2","1","2","8","2","2",".","1","2","1","8",".",".",".",".",".",".","4","1"
"337",966,".",5,0,26,14,1,1,2,".",2,5,3,".",".",".",".",1,4,1,4,"2","1",3,".",".",".",".",".",".",".","1",".","2",".","4",".",".",".",".",".",".",".","2"
"338",968,".",1,5,68,12,1,1,13,"99",22,0,4,"2","5","5","4",1,1,1,9,".","2",2,"1","1","1","1","1","1","1",".","1","2","2","3",".",".",".",".",".",".","3","2"
"339",972,".",1,3,65,17,2,1,12,"9",16,6,7,".",".",".",".",1,1,9,9,"2",".",4,".",".",".",".",".",".",".","9",".","2",".","3","5","2","4","4","3","3",".","1"
"340",973,".",2,3,52,14,2,1,12,".",19,1,3,"2","5","5","4",1,2,7,1,"2","2",3,"1","8","1","8","1","1","1","2","4",".","2","4",".",".",".",".",".",".","4","."
"341",976,"20",5,0,38,14,2,1,8,"8",8,7,1,".",".",".",".",1,3,2,9,"3",".",2,".",".",".",".",".",".",".","2",".","1",".","4","1","3","1","1","1","1",".","3"
"342",980,".",5,0,23,16,2,1,2,"2",2,3,2,"2","4","4","4",2,4,0,4,"3","2",2,"1","1","1","1","1","1","1","8","4",".","2","4","1","8","1","1","1","2",".","."
"343",985,"36",1,2,30,16,1,1,12,"12",21,5,6,"2","4","4","4",1,1,7,1,"4","2",3,"2","2","1","2","2","2","2","4","1",".","2","9","4","2","2","3","2","3",".","."
"344",988,"30",1,2,47,17,2,1,12,".",19,1,2,"2","5","5","4",1,1,5,1,"2","2",3,"1","1","1","1","1","1","1","2","4",".","1","3",".",".",".",".",".",".","3","."
"345",990,"40",1,2,45,16,2,1,12,"12",20,1,4,".",".",".",".",1,1,5,3,"2",".",3,".",".",".",".",".",".",".","2",".","2",".","3","2","2","1","2","1","2",".","1"
"346",991,".",1,3,41,18,2,1,12,".",19,1,2,"2","4","4","4",1,4,1,4,"3","2",3,"1","2","1","2","1","1","2","3","4",".","1","3","2","2","2","3","2","3",".","."
"347",999,"40",5,0,22,9,2,1,9,"9",10,3,4,"2","5","5","4",1,2,3,2,".","2",2,"1","1","1","1","1","1","1",".","4","1","2","3",".",".",".",".",".",".","4","2"
"348",1000,".",2,3,83,12,2,1,10,".",11,5,4,"2","4","4","4",8,1,7,1,"2","2",3,"1","2","1","2","1","8","2","8","2",".","1","3",".",".",".",".",".",".","4","."
"349",1002,"40",5,0,27,16,1,1,13,"13",22,3,3,"2","4","4","4",8,4,0,4,"3","2",2,"1","8","1","1","1","8","1","2","3",".","2","3","4","1","2","2","2","2",".","."
"350",1003,"40",3,1,41,15,2,1,12,"12",19,0,3,".",".",".",".",2,1,0,2,"2","1",2,".",".",".",".",".",".",".","1",".","2",".","4",".",".",".",".",".",".",".","3"
"351",1004,"48",5,0,21,12,1,1,12,"2",21,0,2,".",".",".",".",1,4,0,4,"3",".",2,".",".",".",".",".",".",".","3",".","1",".","4","2","2","2","3","2","2",".","2"
"352",1007,"49",1,1,41,12,1,1,12,"12",19,3,2,"2","4","4","4",1,4,2,4,"2","1",3,"1","1","1","1","1","1","1","2","8",".","2","4",".",".",".",".",".",".","4","."
"353",1011,".",1,2,50,16,1,1,12,"12",19,5,6,"1","5","4","4",1,1,3,2,".","1",3,"1","2","1","2","1","2","2",".","4","2","2",".","2","3","2","2","1","2",".","2"
"354",1014,"38",5,0,30,20,2,1,10,"10",12,1,3,".",".",".",".",1,4,0,4,"3","1",3,".",".",".",".",".",".",".","3",".","2",".","4",".",".",".",".",".",".",".","2"
"355",1016,".",3,4,72,13,2,1,9,".",9,6,4,".",".",".",".",2,1,0,1,"1",".",3,".",".",".",".",".",".",".","2",".","2",".","3","4","1","4","2","2","2",".","1"
"356",1017,"54",3,6,52,15,1,1,12,"12",16,3,4,".",".",".",".",1,2,5,2,"3","2",2,".",".",".",".",".",".",".","3",".","2",".","3",".",".",".",".",".",".",".","2"
"357",1021,".",1,0,22,12,1,1,9,".",9,1,7,"2","5","5","4",2,4,1,4,".","4",2,"1","2","1","2","1","1","2",".","1","2","2","2",".",".",".",".",".",".","4","2"
"358",1022,".",2,1,89,9,2,1,12,".",17,1,3,"1","4","5","4",1,2,8,2,"2","3",2,"1","2","1","1","1","2","2","3","1",".","1","2","4","4","1","1","1","1",".","."
"359",1023,".",2,4,70,12,1,1,10,".",12,2,4,"1","5","5","5",1,2,8,1,".","3",3,"2","2","2","2","2","2","2",".","1","2","1","1",".",".",".",".",".",".","3","1"
"360",1029,"77",1,0,39,16,1,1,12,"12",21,0,3,".",".",".",".",2,2,2,3,"1","1",3,".",".",".",".",".",".",".","3",".","1",".","1",".",".",".",".",".",".",".","1"
"361",1030,"40",2,2,31,14,2,1,12,"12",19,2,4,"2","4","4","4",1,2,5,1,".","2",2,"1","1","1","1","1","1","1",".","4","2","1","2",".",".",".",".",".",".","4","2"
"362",1032,"40",1,2,38,11,2,1,98,"98",98,4,5,"2","5","5","4",1,2,7,2,"3","2",3,"1","2","1","1","1","2","2","2","1",".","1","1",".",".",".",".",".",".",".","."
"363",1033,"45",5,0,18,11,1,1,12,"8",18,4,3,".",".",".",".",2,1,3,3,"2",".",2,".",".",".",".",".",".",".","2",".","1",".","4","3","2","3","3","3","3",".","2"
"364",1037,"40",3,1,61,12,2,1,11,"11",14,3,4,"2","4","4","4",8,1,5,3,".","3",3,"1","1","1","1","1","2","2",".","1","2","2",".","5","3","1","1","1","1",".","3"
"365",1038,"35",5,0,24,17,2,1,8,".",8,2,2,"2","4","4","4",2,2,2,2,".","1",3,"1","1","1","1","1","1","1",".","4","2","2","4",".",".",".",".",".",".","4","2"
"366",1039,"40",1,2,27,17,1,1,12,"4",15,2,8,"2","4","4","4",2,2,5,1,"2","1",3,"1","1","1","1","1","1","1","2","3",".","1","3","3","3","2","3","2","2",".","."
"367",1045,"54",1,3,32,13,1,1,12,"11",18,3,6,"1","4","4","4",8,2,0,1,"2","2",2,"1","2","1","2","1","2","2","3","8",".","2","3",".",".",".",".",".",".","4","."
"368",1047,"40",5,0,37,16,2,1,11,"11",13,2,2,".",".",".",".",1,3,2,2,"3",".",3,".",".",".",".",".",".",".","2",".","2",".","4","2","2","2","3","1","2",".","1"
"369",1049,".",2,2,47,12,2,1,12,"11",21,2,6,".",".",".",".",1,2,0,2,"2","3",2,".",".",".",".",".",".",".","2",".","2",".","3",".",".",".",".",".",".",".","2"
"370",1051,"42",1,3,65,12,1,1,12,"12",19,3,4,"2","4","8","4",1,2,6,1,".","2",2,"1","2","1","2","2","2","2",".","8","2","2","2",".",".",".",".",".",".","4","2"
"371",1054,".",1,4,52,13,2,1,12,".",19,3,4,".",".",".",".",1,1,3,1,"2",".",2,".",".",".",".",".",".",".","2",".","2",".","2","1","1","1","1","2","2",".","1"
"372",1055,"55",1,3,50,13,2,1,12,"11",21,4,4,"2","5","5","5",1,2,1,2,".","1",3,"1","1","1","2","1","2","2",".","1","2","2","3",".",".",".",".",".",".","2","2"
"373",1056,"50",3,2,52,12,1,1,11,"11",14,5,3,".",".",".",".",1,2,7,1,"1","3",2,".",".",".",".",".",".",".","2",".","1",".","3",".",".",".",".",".",".",".","1"
"374",1057,"50",3,2,37,12,2,1,9,"8",10,4,4,"1","5","5","4",1,1,3,2,".","3",1,"1","2","1","2","1","2","2",".","4","2","1",".","2","1","2","3","2","3",".","2"
"375",1058,"51",5,0,26,12,1,2,98,"12",98,3,3,"2","5","5","4",8,4,0,4,"2","1",2,"8","2","1","2","8","2","2","3","1",".","2","4",".",".",".",".",".",".","4","."
"376",1060,"30",1,2,44,16,2,1,12,".",21,1,4,".",".",".",".",1,3,9,9,"2","1",3,".",".",".",".",".",".",".","2",".","2",".","3",".",".",".",".",".",".",".","1"
"377",1061,"70",1,2,38,20,1,1,12,"12",21,3,4,"2","4","4","4",2,3,7,1,"1","1",3,"1","1","1","1","1","1","2","3","4",".","1","4",".",".",".",".",".",".","4","."
"378",1063,"18",5,0,20,13,2,1,12,"7",20,1,2,"2","4","4","4",1,2,1,2,".","2",2,"1","1","1","1","1","1","1",".","4","2","1","3",".",".",".",".",".",".","4","2"
"379",1066,"48",3,2,52,12,1,1,12,"12",18,2,3,".",".",".",".",1,2,1,2,"2","2",2,".",".",".",".",".",".",".","9",".","2",".","3",".",".",".",".",".",".",".","2"
"380",1068,"42",5,0,36,13,2,1,12,".",16,4,3,"2","5","4","4",1,1,3,2,".","1",3,"1","1","1","1","1","1","1",".","4","2","1",".","2","2","2","3","1","2",".","2"
"381",1076,"50",1,2,26,12,2,1,12,"5",18,3,4,".",".",".",".",1,1,4,2,"1","3",2,".",".",".",".",".",".",".","2",".","1",".","3",".",".",".",".",".",".",".","2"
"382",1078,"32",1,0,28,14,2,1,98,"98",98,3,4,"2","4","4","4",2,2,3,3,".","1",2,"2","2","1","2","2","2","2",".","3","2","1",".","4","3","1","8","1","2",".","2"
"383",1080,"60",3,1,46,14,2,2,12,"12",18,0,4,"2","5","5","4",1,1,3,2,".","2",3,"1","1","1","1","1","1","1",".","4","2","1","3",".",".",".",".",".",".","3","1"
"384",1081,".",3,1,72,12,2,1,9,"2",9,0,4,"2","5","5","4",2,2,7,1,"1","2",1,"1","2","2","2","1","2","2","2","1",".","1","3","1","1","1","1","1","1",".","."
"385",1083,".",4,6,67,10,2,1,10,"9",11,2,6,"1","5","5","4",1,2,7,3,".","2",2,"2","2","1","2","1","2","2",".","2","2","1",".","3","3","2","3","3","2",".","1"
"386",1084,"40",3,1,41,12,2,1,9,"8",9,3,4,"2","5","5","4",1,4,0,4,"1","1",2,"1","2","1","2","1","2","2","2","1",".","1","4",".",".",".",".",".",".","1","."
"387",1087,".",1,2,50,18,2,1,12,"2",18,4,5,"1","5","5","5",2,2,7,1,".","2",3,"2","2","2","2","2","2","2",".","1","2","2",".","5","2","2","8","2","2",".","1"
"388",1088,"40",3,0,54,20,2,1,12,"12",16,0,1,"2","4","4","4",2,1,4,3,"2","1",3,"1","1","1","1","1","1","1","2","4",".","2","4",".",".",".",".",".",".","4","."
"389",1089,"50",1,0,42,18,1,1,12,"12",21,4,2,".",".",".",".",1,4,0,4,"3",".",3,".",".",".",".",".",".",".","2",".","1",".","4","5","1","3","3","3","3",".","2"
"390",1091,"45",5,0,25,14,2,1,12,"11",21,3,8,"8","4","4","4",1,2,4,3,".","2",3,"1","2","1","2","1","2","2",".","4","1","1","3",".",".",".",".",".",".","3","2"
"391",1092,"46",1,2,52,12,2,1,13,"13",22,2,4,"1","4","5","4",1,2,7,2,".","1",3,"1","1","1","1","1","1","1",".","4","2","2","2",".",".",".",".",".",".","4","1"
"392",1093,"32",1,2,41,14,2,1,12,"10",20,5,6,"2","4","4","4",1,1,7,1,"2","2",3,"1","2","1","2","1","2","2","2","8",".","1","4","3","3","3","3","3","3",".","."
"393",1101,".",5,2,27,12,2,2,2,"2",2,2,2,"2","4","5","4",1,1,5,2,".","3",2,"2","2","1","1","1","2","1",".","4","1","2","3",".",".",".",".",".",".","3","2"
"394",1102,".",5,1,25,11,2,3,9,"9",9,1,7,".",".",".",".",2,2,4,2,"2","1",2,".",".",".",".",".",".",".","2",".","1",".","4",".",".",".",".",".",".",".","3"
"395",1104,".",5,0,43,15,2,1,13,".",22,5,3,"2","4","4","4",1,1,5,3,".","2",3,"1","1","1","1","1","1","1",".","1","2","2","4",".",".",".",".",".",".","8","1"
"396",1105,"39",3,3,49,12,2,1,10,"10",11,3,4,"2","4","4","4",2,1,9,2,"2","2",2,"2","2","1","2","1","2","2","3","1",".","2","3",".",".",".",".",".",".","3","."
"397",1107,".",5,0,20,12,2,1,13,".",22,4,5,".",".",".",".",1,2,5,2,"2","2",3,".",".",".",".",".",".",".","3",".","2",".","2",".",".",".",".",".",".",".","1"
"398",1111,"50",5,0,24,16,1,1,11,"11",13,1,4,"2","5","4","4",1,4,0,4,"2","1",2,"1","2","1","2","1","2","1","2","4",".","2","3","4","3","1","3","1","2",".","."
"399",1113,"89",4,1,30,13,2,1,12,"12",15,4,2,"2","5","4","4",1,2,4,1,".","2",3,"2","2","2","2","1","2","2",".","4","1","2",".","5","2","1","3","1","1",".","1"
"400",1115,".",1,2,80,8,1,1,9,".",10,0,4,"1","8","4","5",1,2,3,1,".","3",2,"2","2","2","2","2","2","2",".","1","2","1","2",".",".",".",".",".",".","4","2"
"401",1116,"45",1,0,25,14,2,1,12,"10",17,4,4,"2","4","4","4",1,2,7,2,".","1",2,"2","2","1","2","1","2","2",".","1","2","1","3",".",".",".",".",".",".","4","2"
"402",1117,"20",4,2,99,14,2,1,9,"9",10,2,4,"2","5","5","4",1,4,0,4,"3","2",2,"1","1","1","1","1","1","1","3","4",".","1","2",".",".",".",".",".",".","4","."
"403",1119,".",1,0,33,12,2,1,6,".",6,1,2,".",".",".",".",2,1,6,1,"1","2",2,".",".",".",".",".",".",".","2",".","2",".","4",".",".",".",".",".",".",".","2"
"404",1123,"45",4,2,42,9,2,1,11,"8",13,2,4,".",".",".",".",1,1,0,9,"2","2",2,".",".",".",".",".",".",".","2",".","2",".","2",".",".",".",".",".",".",".","1"
"405",1124,".",1,2,69,10,2,1,12,".",16,6,4,"1","5","5","5",1,1,0,2,"1","2",3,"1","1","1","1","1","1","1","2","1",".","2","2","4","1","3","3","3","3",".","."
"406",1128,"36",1,2,44,14,2,1,99,"99",99,5,5,".",".",".",".",1,1,7,1,"1",".",3,".",".",".",".",".",".",".","2",".","2",".","2","5","2","2","4","3","2",".","1"
"407",1129,"45",1,4,51,12,2,1,12,"12",21,5,5,"2","4","4","4",1,1,1,2,"2","1",3,"1","1","1","1","1","1","1","2","1",".","2","4","3","3","2","4","2","3",".","."
"408",1131,".",5,0,73,9,1,1,6,".",6,3,8,".",".",".",".",1,1,0,3,"2",".",1,".",".",".",".",".",".",".","3",".","2",".","1","4","8","2","8","8","8",".","2"
"409",1134,"40",1,2,36,13,1,1,12,"12",19,4,6,".",".",".",".",1,1,8,1,"1","2",3,".",".",".",".",".",".",".","9",".","2",".","2",".",".",".",".",".",".",".","1"
"410",1136,"46",1,3,58,14,1,1,12,"12",19,5,3,"2","5","5","4",1,1,2,1,"1","3",2,"1","1","1","1","1","1","1","2","1",".","2","4","4","2","1","4","1","4",".","."
"411",1137,"40",1,3,50,16,1,1,12,"12",21,2,2,"2","5","5","4",1,1,2,2,"2","2",9,"1","1","1","1","1","1","1","3","4",".","2","3","3","3","2","2","1","2",".","."
"412",1138,".",1,0,43,13,2,1,12,"2",18,6,7,"2","4","4","4",1,2,0,2,"1","1",2,"1","1","1","2","1","2","1","2","1",".","2","1",".",".",".",".",".",".","1","."
"413",1139,".",3,1,50,18,2,1,11,"11",13,2,2,"2","4","4","4",1,4,4,4,"3","1",3,"1","1","1","1","1","1","1","8","3",".","1","4","3","1","1","2","3","2",".","."
"414",1144,"30",1,1,38,12,2,1,9,"9",10,7,4,"2","5","5","4",2,2,3,2,".","2",2,"1","1","1","1","1","1","1",".","4","2","2","3",".",".",".",".",".",".","4","2"
"415",1147,"40",1,2,44,14,1,1,12,"12",21,4,6,"2","5","8","8",1,1,0,8,"2","2",3,"1","8","1","2","1","1","1","2","1",".","2","3","4","2","2","4","2","3",".","."
"416",1150,"42",5,0,21,13,1,1,98,"9",98,3,1,"2","8","8","4",2,4,0,4,"3","2",2,"1","1","1","1","1","1","8","1","4",".","2","3",".",".",".",".",".",".","4","."
"417",1153,"30",2,2,77,12,2,1,9,"9",9,5,6,"1","4","4","4",1,1,7,1,".","2",2,"1","2","1","2","1","2","2",".","1","2","2","2",".",".",".",".",".",".","3","1"
"418",1159,".",1,1,30,8,2,1,12,".",19,6,4,"2","5","5","5",1,1,1,8,".","2",3,"1","2","1","2","1","2","2",".","1","1","2","3",".",".",".",".",".",".","4","2"
"419",1161,"40",2,2,33,12,1,1,13,"11",22,3,4,"2","4","4","4",1,1,2,2,".","2",2,"1","1","1","1","1","1","1",".","1","2","2","3",".",".",".",".",".",".","3","2"
"420",1165,"40",1,0,44,13,2,1,13,"13",22,5,4,".",".",".",".",2,1,4,2,"2",".",3,".",".",".",".",".",".",".","2",".","2",".","3","4","3","1","2","2","8",".","1"
"421",1167,"44",1,2,36,12,1,2,12,"12",17,3,8,"8","4","5","4",1,1,2,2,".","2",2,"1","1","1","1","1","1","1",".","9","2","2",".","3","3","2","4","2","3",".","2"
"422",1179,".",5,0,21,12,1,1,12,"3",21,4,5,".",".",".",".",1,2,2,2,"2",".",3,".",".",".",".",".",".",".","2",".","2",".","4","2","2","2","3","2","2",".","2"
"423",1182,"23",1,3,59,12,2,1,12,"7",18,6,6,"2","5","5","5",1,1,7,1,"1","1",2,"1","2","1","2","1","2","2","2","1",".","2","2",".",".",".",".",".",".","1","."
"424",1189,"67",1,3,42,12,1,1,12,"12",19,0,6,"2","4","4","4",1,2,4,2,"3","1",2,"1","2","1","2","1","2","2","3","2",".","1","3","4","2","1","1","1","2",".","."
"425",1194,"60",1,2,50,11,1,1,12,"12",18,1,6,"1","4","4","5",2,2,3,2,".","4",2,"1","2","1","1","1","1","1",".","1","2","2",".","2","1","1","2","4","3",".","3"
"426",1197,"24",1,4,64,15,2,1,12,"11",18,2,5,".",".",".",".",1,1,2,2,"3",".",2,".",".",".",".",".",".",".","2",".","2",".","3","4","3","2","2","2","3",".","2"
"427",1200,"36",5,0,23,12,1,1,98,"10",98,2,4,"2","5","5","4",1,2,3,2,"1","2",2,"1","2","1","2","2","2","2","2","1",".","2","4","2","2","2","2","1","1",".","."
"428",1202,"35",5,0,25,17,2,1,12,"9",20,5,3,"2","5","4","4",1,2,3,2,"2","2",3,"1","2","1","2","2","2","2","2","4",".","2","3",".",".",".",".",".",".","4","."
"429",1203,"45",1,2,49,12,1,1,12,"11",15,0,3,"2","5","4","4",1,1,7,3,".","2",2,"1","2","1","2","1","2","2",".","1","2","2","3",".",".",".",".",".",".","4","2"
"430",1204,".",1,2,58,12,2,2,98,".",98,1,4,"2","5","5","4",1,1,3,1,".","2",3,"1","8","1","1","1","1","2",".","1","2","2",".","3","9","9","9","9","9",".","2"
"431",1205,"50",1,2,43,17,1,1,12,"12",20,4,5,"2","4","4","4",2,2,7,1,"2","3",3,"1","2","1","2","1","2","2","2","1",".","2","3","5","2","3","3","2","3",".","."
"432",1212,".",3,2,68,8,1,1,9,"99",9,2,4,".",".",".",".",1,1,6,1,"1","4",3,".",".",".",".",".",".",".","2",".","1",".","2",".",".",".",".",".",".",".","2"
"433",1219,"40",3,3,66,12,2,1,98,"13",98,2,4,"2","4","4","4",1,1,4,2,".","1",2,"1","2","1","2","1","2","2",".","4","2","2","2",".",".",".",".",".",".","4","1"
"434",1220,"33",1,2,49,13,2,1,11,"9",14,4,4,".",".",".",".",1,1,1,2,"1",".",2,".",".",".",".",".",".",".","2",".","2",".","4","2","3","2","2","1","2",".","1"
"435",1224,".",5,3,66,18,2,1,13,".",22,2,4,".",".",".",".",1,1,4,2,"1","3",2,".",".",".",".",".",".",".","3",".","1",".","4",".",".",".",".",".",".",".","2"
"436",1229,"53",5,2,21,12,2,2,2,"2",2,2,5,".",".",".",".",2,1,5,1,"3","2",3,".",".",".",".",".",".",".","2",".","2",".","2",".",".",".",".",".",".",".","1"
"437",1230,"26",4,7,42,11,1,2,6,".",6,1,3,"1","5","5","4",1,1,3,1,"1","2",2,"1","2","1","1","1","2","2","8","8",".","2","3","1","1","1","2","1","1",".","."
"438",1237,"40",1,3,62,16,1,1,12,"12",20,6,6,".",".",".",".",1,2,4,2,"3","4",3,".",".",".",".",".",".",".","2",".","2",".","1",".",".",".",".",".",".",".","1"
"439",1238,".",2,7,69,16,2,1,11,".",13,5,7,".",".",".",".",1,1,8,1,"1",".",3,".",".",".",".",".",".",".","4",".","2",".","2","5","1","3","4","3","3",".","1"
"440",1243,"40",3,6,51,13,2,1,9,"9",9,3,4,"2","5","4","4",2,1,2,2,".","2",2,"1","2","1","2","1","2","2",".","4","2","2",".","4","3","1","3","2","2",".","2"
"441",1249,".",1,4,66,12,2,2,11,"99",13,0,5,"2","4","4","4",2,1,6,1,".","3",3,"1","2","1","2","2","2","2",".","1","2","1",".","2","3","1","2","1","2",".","1"
"442",1251,"40",5,2,41,12,1,2,6,"6",6,1,4,"2","5","5","4",1,1,5,3,"1","2",2,"1","2","1","1","1","2","2","2","1",".","2","4","2","2","2","1","1","1",".","."
"443",1253,"36",1,1,38,12,1,1,12,"12",21,5,4,"2","4","4","4",2,1,5,3,".","3",3,"1","1","1","1","1","1","1",".","1","2","2",".","3","2","2","4","2","9",".","2"
"444",1255,"37",2,4,65,15,2,1,12,"12",16,0,3,"2","5","5","4",8,1,7,1,"2","2",3,"1","1","1","1","1","1","1","4","2",".","1","4",".",".",".",".",".",".","4","."
"445",1256,"45",5,0,27,17,2,1,11,"11",13,3,2,".",".",".",".",1,5,1,1,"3","1",3,".",".",".",".",".",".",".","2",".","2",".","4",".",".",".",".",".",".",".","2"
"446",1260,".",1,2,68,15,2,1,12,".",16,3,5,".",".",".",".",2,1,7,1,"2","2",2,".",".",".",".",".",".",".","9",".","2",".","2",".",".",".",".",".",".",".","1"
"447",1262,"45",1,0,42,12,1,1,12,"12",18,3,6,"2","4","4","4",1,4,1,4,"2","2",2,"1","2","1","1","1","2","2","2","3",".","2","3","2","3","2","4","2","2",".","."
"448",1265,".",2,8,87,9,2,1,9,".",9,5,6,"2","4","4","4",1,1,6,1,".","3",2,"8","2","1","2","8","2","2",".","1","2","2",".","4","2","4","8","2","4",".","2"
"449",1268,".",2,1,80,12,2,1,11,"99",13,4,4,"2","5","5","4",1,1,3,3,"2","3",3,"1","2","1","2","1","2","2","2","2",".","1","2",".",".",".",".",".",".","3","."
"450",1274,"48",1,1,59,16,2,1,12,"12",21,0,3,"2","5","4","4",2,3,3,1,".","1",4,"1","2","1","2","1","2","2",".","4","2","2",".","3","3","2","3","2","2",".","3"
"451",1279,"40",3,2,51,18,1,1,12,"12",21,3,4,".",".",".",".",2,2,5,3,"2",".",3,".",".",".",".",".",".",".","2",".","2",".","3","9","1","4","4","1","1",".","2"
"452",1281,"51",1,2,48,12,1,1,12,"12",17,4,6,"2","5","5","4",1,1,1,3,".","3",2,"1","1","1","1","1","1","1",".","1","2","2","3",".",".",".",".",".",".","4","2"
"453",1284,"65",5,0,28,16,2,1,11,"11",13,4,4,"2","4","4","4",1,2,2,2,".","2",2,"1","8","1","8","1","1","1",".","3","1","2",".","3","4","2","3","2","3",".","2"
"454",1288,"60",1,1,53,20,1,1,12,"12",21,1,5,"2","4","4","4",2,2,3,2,"3","2",3,"1","2","1","1","1","2","2","2","8",".","2","3",".",".",".",".",".",".","4","."
"455",1294,".",1,2,60,17,2,1,12,"5",15,1,5,"1","5","4","4",2,1,6,1,".","2",3,"2","2","2","2","2","2","2",".","1","2","1","1",".",".",".",".",".",".","4","1"
"456",1297,"40",1,1,38,16,2,2,12,"12",20,1,2,"2","8","4","4",2,1,5,1,".","2",3,"1","1","1","1","1","1","1",".","1","1","1",".","2","2","2","3","2","2",".","2"
"457",1298,"50",1,2,54,14,2,1,12,"12",18,5,4,"2","4","5","4",2,1,6,1,".","2",3,"1","2","1","2","1","2","2",".","1","2","1",".","3","3","2","2","2","2",".","1"
"458",1299,".",1,3,75,11,1,1,12,".",16,0,4,".",".",".",".",1,2,8,1,"2","3",3,".",".",".",".",".",".",".","3",".","2",".","2",".",".",".",".",".",".",".","1"
"459",1300,"52",1,4,38,16,2,2,12,"12",21,0,6,".",".",".",".",1,2,5,2,"3","1",3,".",".",".",".",".",".",".","2",".","1",".","4",".",".",".",".",".",".",".","2"
"460",1301,"55",1,2,58,12,1,1,13,"13",22,5,4,"2","5","5","4",1,1,9,1,"1","2",3,"9","9","1","9","1","9","9","2","1",".","1","2",".",".",".",".",".",".","4","."
"461",1302,".",5,0,20,11,1,2,2,"2",2,4,4,"2","4","4","4",1,2,3,2,".","2",3,"1","2","1","1","1","1","2",".","4","1","1",".","1","1","1","1","2","1",".","2"
"462",1307,"49",1,1,34,12,2,1,12,"11",19,5,4,".",".",".",".",2,1,3,2,"2",".",3,".",".",".",".",".",".",".","2",".","2",".","4","3","1","2","3","2","2",".","1"
"463",1310,".",2,2,68,8,1,1,11,".",14,1,4,".",".",".",".",1,1,8,2,"1","1",2,".",".",".",".",".",".",".","2",".","2",".","2",".",".",".",".",".",".",".","2"
"464",1315,"70",5,0,26,14,1,1,11,"11",14,6,7,"1","5","5","5",1,2,4,2,"2","2",3,"1","2","1","2","1","2","2","2","1",".","1","2",".",".",".",".",".",".","4","."
"465",1317,".",1,3,21,13,2,2,12,"99",17,0,6,"2","5","5","4",1,1,5,3,"1","3",3,"1","1","1","1","1","1","2","3","1",".","2","4","3","1","1","3","1","1",".","."
"466",1319,".",1,6,34,13,2,1,9,"99",10,6,5,".",".",".",".",1,1,8,1,"1","2",2,".",".",".",".",".",".",".","5",".","2",".","1",".",".",".",".",".",".",".","1"
"467",1322,".",5,2,20,12,2,1,2,"2",2,4,4,".",".",".",".",1,3,1,2,"2",".",1,".",".",".",".",".",".",".","3",".","2",".","2","3","3","2","3","3","2",".","2"
"468",1323,".",5,0,25,12,1,1,11,".",13,1,2,".",".",".",".",2,1,3,2,"1",".",2,".",".",".",".",".",".",".","2",".","2",".","3","3","1","1","3","1","2",".","1"
"469",1324,".",4,1,77,11,1,2,8,".",8,0,4,"1","5","4","4",1,1,3,2,"1","2",2,"1","2","1","1","1","1","2","4","3",".","2","2","2","3","2","2","2","1",".","."
"470",1326,".",2,1,69,12,1,1,9,"99",9,4,6,"1","5","5","4",1,1,1,2,"2","3",3,"1","2","1","2","1","2","2","2","1",".","1","1",".",".",".",".",".",".","2","."
"471",1327,".",5,0,18,10,2,1,98,".",98,1,4,"2","5","5","5",1,1,5,2,".","1",2,"1","2","1","2","2","2","2",".","1","1","2","2",".",".",".",".",".",".","4","3"
"472",1328,"39",3,3,39,12,1,1,12,"11",17,5,2,"1","5","5","5",1,4,0,4,"3","2",2,"1","2","1","2","1","2","2","2","1",".","2","3","1","3","1","2","1","1",".","."
"473",1329,"28",1,3,24,12,2,1,12,"9",16,5,4,".",".",".",".",1,2,7,1,"1",".",2,".",".",".",".",".",".",".","2",".","2",".","3","1","3","2","2","1","2",".","1"
"474",1332,"48",5,0,22,12,2,1,12,"12",16,4,2,"2","4","4","4",1,1,3,2,".","1",2,"1","2","1","2","1","2","2",".","4","1","2",".","4","2","1","1","1","1",".","2"
"475",1336,".",1,3,66,12,2,1,12,".",16,6,6,".",".",".",".",1,1,8,1,"1","2",3,".",".",".",".",".",".",".","3",".","2",".","1",".",".",".",".",".",".",".","1"
"476",1337,"40",1,2,46,14,1,1,12,"12",20,4,7,"1","4","5","4",1,2,4,2,".","2",3,"1","1","1","1","1","1","1",".","8","2","2","2",".",".",".",".",".",".","1","1"
"477",1338,"50",1,1,45,13,1,1,13,"13",22,5,5,".",".",".",".",1,2,7,1,"2","2",3,".",".",".",".",".",".",".","2",".","2",".","3",".",".",".",".",".",".",".","2"
