"","id","hrs1","marital","childs","age","educ","sex","race","income","rincome","income91","partyid","polviews","libath","colrac","colmil","colhomo","cappun","relig","attend","reliten","bible","health","class","abdefect","abnomore","abhlth","abpoor","abrape","absingle","abany","chldidel","homosex","xmovie","fear","fefam","eqincome","govtpow","aidold","aidunemp","aidcol","aidhouse","racseg","pornlaw"
"478",1339,"45",1,2,45,16,1,1,12,"12",20,0,4,"2","4","4","4",1,5,2,1,"2","1",3,"1","1","1","1","1","1","1","2","4",".","2","2","2","3","2","2","2","2",".","."
"479",1343,"42",3,2,52,16,1,1,12,"12",18,4,5,"2","4","4","4",1,1,0,2,"2","1",3,"1","1","1","1","1","1","1","2","4",".","2","3","4","2","2","3","2","3",".","."
"480",1344,".",5,0,41,15,1,1,10,".",12,1,4,"2","4","4","4",2,4,1,4,".","1",2,"1","1","1","1","1","1","1",".","4","1","1","2",".",".",".",".",".",".","3","2"
"481",1347,".",2,0,89,8,1,1,10,".",11,3,8,"1","5","5","5",8,4,1,4,"8","2",3,"2","2","1","2","1","2","2","0","1",".","2","2",".",".",".",".",".",".",".","."
"482",1349,".",3,3,64,3,1,1,11,".",13,1,7,"1","4","5","4",1,1,1,2,".","3",3,"1","2","2","2","2","2","2",".","1","2","2",".","2","2","2","2","2","2",".","2"
"483",1350,"40",1,2,33,12,2,1,12,"9",17,2,5,".",".",".",".",2,4,1,4,"2","1",3,".",".",".",".",".",".",".","2",".","2",".","3",".",".",".",".",".",".",".","2"
"484",1353,"44",1,0,40,20,1,3,12,"12",20,3,4,"8","4","4","4",1,5,3,3,".","2",3,"1","1","1","2","1","8","2",".","2","2","2",".","3","3","1","2","2","2",".","1"
"485",1355,"60",5,0,35,15,2,1,11,"11",14,2,3,"2","4","4","4",1,1,2,2,"2","2",3,"1","1","1","1","1","1","1","2","1",".","1","4",".",".",".",".",".",".","4","."
"486",1359,"40",1,3,57,20,1,1,12,"12",21,0,1,"2","4","4","4",2,3,0,1,"3","1",3,"1","1","1","1","1","1","1","9","4",".","2","4",".",".",".",".",".",".","4","."
"487",1360,"40",1,2,50,17,2,1,12,"12",21,0,2,"2","4","4","4",2,2,3,2,".","2",3,"1","1","1","1","1","1","1",".","4","2","1","3",".",".",".",".",".",".","4","2"
"488",1366,"40",1,2,56,16,2,1,13,"13",22,3,4,"2","5","5","4",2,1,2,3,"2","2",3,"1","1","1","1","1","1","1","2","3",".","1","3",".",".",".",".",".",".","3","."
"489",1367,"40",1,2,46,20,2,1,12,"12",21,3,4,".",".",".",".",2,5,6,1,"3","2",4,".",".",".",".",".",".",".","2",".","2",".","4",".",".",".",".",".",".",".","2"
"490",1369,"10",5,0,38,19,1,1,99,"99",99,1,3,".",".",".",".",1,1,8,1,"2",".",3,".",".",".",".",".",".",".","2",".","2",".","4","4","3","2","3","1","3",".","2"
"491",1371,"36",1,1,32,15,2,1,12,"10",17,1,8,"1","5","5","5",1,1,4,3,".","1",2,"1","2","1","2","1","2","2",".","1","2","1",".","1","2","1","8","2","8",".","1"
"492",1372,"36",1,2,37,14,2,3,12,"9",15,2,4,"8","4","4","4",2,2,5,3,".","2",2,"1","2","1","2","1","1","1",".","4","1","1",".",".",".",".",".",".",".",".","3"
"493",1374,"14",1,1,72,10,1,1,4,"2",4,1,4,"1","5","5","4",2,1,3,3,"2","3",3,"1","1","1","1","1","2","2","4","1",".","1","3",".",".",".",".",".",".","2","."
"494",1377,"40",1,0,30,16,2,1,12,"12",18,0,3,".",".",".",".",2,4,0,4,"3",".",3,".",".",".",".",".",".",".","2",".","1",".","3","1","2","1","1","2","2",".","2"
"495",1379,"40",1,3,34,13,1,1,11,"10",14,5,4,".",".",".",".",1,2,5,1,"1",".",2,".",".",".",".",".",".",".","3",".","2",".","3","4","1","1","2","1","1",".","3"
"496",1380,"50",2,2,44,19,1,1,12,"12",21,0,2,"2","4","4","4",2,4,2,4,".","1",3,"1","1","1","1","1","1","1",".","4","2","2","3",".",".",".",".",".",".","4","2"
"497",1381,"40",1,1,52,12,1,1,12,"12",21,1,4,"2","4","4","4",1,2,2,3,".","3",2,"1","1","1","1","1","1","1",".","4","1","2",".","4","2","2","2","2","3",".","2"
"498",1382,".",1,4,42,15,2,1,12,"99",19,5,6,"2","4","4","4",2,2,7,1,"2","2",2,"2","2","2","2","2","2","2","4","1",".","2","1","5","2","3","4","2","2",".","."
"499",1384,".",1,4,72,5,1,3,12,".",15,0,4,".",".",".",".",1,4,0,4,"3",".",2,".",".",".",".",".",".",".","8",".","2",".","3","1","1","2","2","2","2",".","1"
"500",1386,"40",1,3,46,15,2,1,13,"13",22,6,6,"2","4","4","4",1,2,7,3,"2","1",3,"2","2","1","2","1","2","2","3","1",".","2","3",".",".",".",".",".",".","4","."
"501",1390,"20",1,0,23,18,2,1,12,"5",19,1,4,"2","4","4","4",1,2,3,2,"1","2",3,"1","1","1","1","1","1","1","2","4",".","1","3",".",".",".",".",".",".","3","."
"502",1391,".",1,4,41,15,2,1,10,".",11,6,7,"1","5","5","5",1,1,8,1,"1","2",2,"2","2","2","2","2","2","2","4","1",".","1","1","4","1","2","4","2","4",".","."
"503",1392,"10",5,0,24,15,2,1,12,"7",18,0,3,".",".",".",".",8,1,7,3,"2",".",2,".",".",".",".",".",".",".","4",".","2",".","3","2","8","1","2","1","2",".","1"
"504",1394,"60",4,3,34,15,2,1,12,"9",16,5,4,"2","4","4","4",1,1,5,2,".","2",1,"1","1","1","1","1","1","1",".","4","2","2",".","5","2","4","3","2","8",".","2"
"505",1396,"50",3,2,48,19,2,1,12,"12",19,0,2,".",".",".",".",1,2,7,1,"2","2",3,".",".",".",".",".",".",".","3",".","2",".","4",".",".",".",".",".",".",".","2"
"506",1399,"50",1,3,46,12,1,1,12,"12",19,5,3,".",".",".",".",1,2,5,2,"2","2",3,".",".",".",".",".",".",".","2",".","2",".","3",".",".",".",".",".",".",".","2"
"507",1403,"41",1,2,33,13,1,1,12,"12",19,6,6,".",".",".",".",1,1,7,1,"1",".",2,".",".",".",".",".",".",".","2",".","2",".","3","2","2","2","3","2","2",".","2"
"508",1404,"60",1,2,40,12,1,1,12,"12",21,6,4,"2","5","5","4",1,2,7,1,"2","1",4,"1","1","1","1","1","1","1","2","4",".","2","3",".",".",".",".",".",".",".","."
"509",1405,".",3,3,31,15,2,1,7,"2",7,5,4,"2","4","4","4",2,4,3,4,".","3",1,"1","1","1","1","1","1","1",".","1","2","2","4",".",".",".",".",".",".","4","1"
"510",1412,".",1,7,72,8,2,1,11,".",14,1,4,"1","4","4","4",1,2,8,1,"2","2",3,"2","2","1","2","2","2","2","4","1",".","2","3","3","3","3","3","2","2",".","."
"511",1416,".",1,2,66,20,2,1,12,"2",21,5,3,"2","4","4","4",2,5,2,1,".","2",4,"1","2","1","2","1","1","1",".","4","2","2","3",".",".",".",".",".",".","4","1"
"512",1418,".",2,2,69,14,2,1,9,".",10,2,4,".",".",".",".",2,1,3,2,"2",".",3,".",".",".",".",".",".",".","9",".","2",".","3","5","1","2","3","2","3",".","1"
"513",1419,"42",3,3,58,12,1,1,12,"12",21,5,4,"2","4","4","4",1,1,1,2,"3","2",3,"1","1","1","1","1","1","1","2","4",".","2","3",".",".",".",".",".",".","4","."
"514",1422,"40",1,3,70,12,2,1,12,"11",19,1,2,".",".",".",".",2,3,7,1,"2","2",3,".",".",".",".",".",".",".","3",".","2",".","3",".",".",".",".",".",".",".","1"
"515",1425,"40",1,0,25,16,2,1,12,"9",16,0,5,".",".",".",".",2,1,8,1,"1",".",3,".",".",".",".",".",".",".","2",".","2",".","1","2","2","2","3","2","3",".","1"
"516",1429,"40",5,1,49,16,2,1,12,"11",15,0,2,"2","4","4","4",2,4,1,4,"3","2",3,"1","1","1","1","1","1","1","2","4",".","2","4",".",".",".",".",".",".","4","."
"517",1430,"45",2,2,61,14,1,1,12,"12",21,4,4,"1","5","5","5",1,2,8,1,".","2",3,"2","2","2","2","2","2","2",".","1","2","2","3",".",".",".",".",".",".","4","1"
"518",1431,"35",1,3,40,12,2,1,9,"9",10,1,4,"1","5","5","4",2,1,2,3,".","3",2,"1","8","8","2","1","2","8",".","1","2","1","3",".",".",".",".",".",".","4","2"
"519",1433,"40",5,0,26,12,1,2,9,"9",10,3,7,"2","4","4","4",1,1,4,2,"1","2",2,"1","1","1","1","1","1","2","2","1",".","1","3",".",".",".",".",".",".","4","."
"520",1437,"12",1,2,60,11,2,2,7,"2",7,1,5,".",".",".",".",2,4,3,4,"1","4",2,".",".",".",".",".",".",".","0",".","2",".","3",".",".",".",".",".",".",".","2"
"521",1438,"40",3,6,62,12,1,2,12,"6",17,1,2,"2","4","4","4",2,1,3,2,".","3",3,"1","1","1","1","1","1","1",".","1","1","1","3",".",".",".",".",".",".","4","2"
"522",1441,"40",5,0,23,12,2,1,98,".",98,1,3,"2","4","4","4",1,1,1,2,".","3",2,"1","1","1","1","1","1","1",".","4","2","2","4",".",".",".",".",".",".","4","2"
"523",1443,".",3,2,80,12,1,1,13,".",22,3,8,".",".",".",".",1,5,8,1,"1","1",3,".",".",".",".",".",".",".","9",".","2",".","1",".",".",".",".",".",".",".","1"
"524",1444,".",2,9,85,12,2,1,6,"99",6,5,4,".",".",".",".",2,2,7,1,"1","1",2,".",".",".",".",".",".",".","7",".","2",".","1",".",".",".",".",".",".",".","1"
"525",1449,"50",1,2,45,20,1,1,12,"12",19,4,3,".",".",".",".",1,2,5,2,"2","1",3,".",".",".",".",".",".",".","2",".","2",".","4",".",".",".",".",".",".",".","1"
"526",1454,"40",5,2,35,18,1,3,12,"12",20,0,4,"2","4","4","4",1,5,2,2,".","2",3,"1","2","1","2","1","2","1",".","4","2","1",".","1","1","1","1","1","1",".","2"
"527",1456,"52",1,2,45,12,2,1,12,"9",19,3,3,"2","5","5","4",2,2,7,1,"2","2",3,"1","1","1","1","1","1","1","2","1",".","8","3","1","2","1","1","2","2",".","."
"528",1458,".",3,0,67,13,1,1,11,".",14,1,5,".",".",".",".",2,1,3,2,"2",".",3,".",".",".",".",".",".",".","3",".","2",".","3","4","2","2","2","4","2",".","1"
"529",1460,".",3,4,67,18,1,1,10,".",12,0,4,"8","4","5","4",1,1,4,2,".","2",3,"1","1","1","1","2","1","1",".","1","2","2",".","3","2","2","2","1","2",".","1"
"530",1462,"40",2,3,53,12,2,1,10,"9",11,2,6,"1","5","8","4",1,1,5,1,"1","2",1,"2","2","1","2","2","2","2","2","4",".","1","2","2","1","2","4","2","3",".","."
"531",1463,"30",4,1,33,14,2,1,11,"8",14,0,4,".",".",".",".",8,2,7,1,"1","2",2,".",".",".",".",".",".",".","3",".","2",".","8",".",".",".",".",".",".",".","2"
"532",1464,"40",3,0,39,13,1,1,12,"12",17,6,6,"2","4","4","4",1,1,3,1,"2","1",3,"8","2","8","2","2","2","2","3","8",".","2","3","5","1","4","4","3","3",".","."
"533",1465,"40",1,2,46,16,1,1,12,"12",20,1,4,"2","4","4","4",2,1,8,1,".","3",3,"2","2","8","2","2","2","2",".","1","2","2",".","4","2","3","3","3","3",".","2"
"534",1468,"43",3,2,43,17,2,1,12,"12",18,4,5,"2","4","4","4",1,1,7,3,".","2",3,"1","2","1","2","2","2","2",".","1","2","2","2",".",".",".",".",".",".","2","1"
"535",1472,"20",1,0,24,16,2,1,9,"6",10,5,6,"2","4","4","5",1,1,7,3,"2","1",2,"2","2","2","2","2","2","2","3","1",".","1","3","4","2","1","3","1","2",".","."
"536",1473,"27",2,0,24,17,1,1,3,"2",3,4,5,"2","4","4","4",1,5,8,1,".","1",2,"2","2","1","2","8","2","2",".","8","2","2","3",".",".",".",".",".",".","4","2"
"537",1479,".",2,8,70,16,2,1,11,".",13,0,2,"2","4","4","4",1,1,2,2,".","2",3,"1","1","1","1","1","2","2",".","4","2","2",".","3","3","2","3","2","1",".","1"
"538",1484,"40",1,1,31,13,2,1,12,"10",16,4,4,".",".",".",".",8,1,1,2,"2","2",2,".",".",".",".",".",".",".","2",".","2",".","3",".",".",".",".",".",".",".","1"
"539",1485,"42",1,2,27,16,1,1,12,"12",19,5,5,"2","4","4","4",1,1,3,2,".","2",3,"1","2","1","2","1","2","2",".","1","1","2",".","5","1","2","4","1","3",".","2"
"540",1486,"40",3,1,29,13,1,1,12,"12",16,4,4,".",".",".",".",1,1,5,1,"2",".",2,".",".",".",".",".",".",".","3",".","2",".","3","2","2","3","4","2","3",".","2"
"541",1488,"40",1,2,48,14,1,1,12,"12",16,5,5,"1","4","5","4",1,1,6,1,".","2",2,"1","1","1","2","1","2","2",".","1","2","2",".","3","3","2","3","1","2",".","1"
"542",1491,".",1,2,37,12,2,3,11,".",14,5,4,"1","5","4","5",1,1,6,1,"1","1",2,"2","2","1","2","1","2","2","2","1",".","2","2","3","1","2","2","3","3",".","."
"543",1492,"38",1,1,27,10,1,1,12,"12",17,5,4,"1","4","4","4",1,1,4,1,"1","3",2,"1","2","1","2","1","2","2","2","1",".","2","3","1","2","2","1","2","3",".","."
"544",1494,".",1,4,66,12,1,2,4,"99",4,0,1,".",".",".",".",1,1,6,1,"1",".",1,".",".",".",".",".",".",".","2",".","2",".","2","1","4","1","1","2","1",".","2"
"545",1495,"30",1,1,45,13,1,1,12,"11",18,3,4,"1","4","4","5",1,1,3,2,"1","2",2,"1","1","1","1","1","1","1","2","1",".","2","3","3","1","2","4","2","4",".","."
"546",1497,"42",5,0,21,9,1,1,10,"3",12,4,5,".",".",".",".",2,1,3,2,"2","3",2,".",".",".",".",".",".",".","1",".","2",".","3",".",".",".",".",".",".",".","1"
"547",1499,"40",5,0,43,12,2,1,11,"11",14,0,2,"2","5","5","4",1,1,7,1,"1","1",3,"1","1","1","1","1","1","1","2","1",".","1","3","2","2","1","3","2","2",".","."
"548",1503,"48",1,5,33,98,1,3,98,"98",98,3,8,"2","5","5","5",1,5,0,1,"8","2",2,"2","8","1","1","2","1","2","3","1",".","2","2","2","3","2","3","2","1",".","."
"549",1510,"45",1,1,32,12,1,1,12,"12",19,4,4,".",".",".",".",2,5,8,1,"1","3",2,".",".",".",".",".",".",".","8",".","2",".","1",".",".",".",".",".",".",".","1"
"550",1512,"52",3,2,43,11,1,1,11,"11",14,2,4,"2","5","5","5",1,1,3,2,".","2",2,"1","2","1","2","1","2","2",".","1","1","2","2",".",".",".",".",".",".","2","2"
"551",1513,"40",3,1,42,16,1,1,11,"11",14,5,6,"1","5","5","5",1,1,2,2,"1","2",2,"1","2","1","2","1","2","2","4","1",".","2","3","4","1","1","4","8","3",".","."
"552",1514,".",3,3,60,7,2,1,2,"2",2,1,4,".",".",".",".",1,2,5,1,"1","4",2,".",".",".",".",".",".",".","2",".","2",".","2",".",".",".",".",".",".",".","1"
"553",1516,"54",1,0,37,12,1,1,12,"12",19,1,4,"1","5","5","4",1,1,7,1,".","3",3,"1","2","1","2","1","2","2",".","1","2","2",".","5","2","2","3","2","2",".","2"
"554",1523,"52",1,0,36,16,2,1,12,"12",21,5,3,".",".",".",".",1,4,0,4,"2","1",3,".",".",".",".",".",".",".","2",".","2",".","4",".",".",".",".",".",".",".","1"
"555",1530,".",1,3,63,12,2,1,98,".",98,6,4,"2","5","5","5",1,1,1,1,"2","1",3,"1","1","1","1","1","1","1","3","1",".","1","4",".",".",".",".",".",".","4","."
"556",1532,"40",1,1,24,12,2,3,12,"11",19,1,3,".",".",".",".",1,2,5,2,"2",".",2,".",".",".",".",".",".",".","2",".","2",".","2","3","3","1","4","1","2",".","2"
"557",1533,".",1,2,69,12,1,1,12,".",15,4,6,"2","5","5","4",8,1,0,2,"3","2",4,"1","1","1","1","1","1","1","2","4",".","1","3",".",".",".",".",".",".","4","."
"558",1540,".",5,0,44,98,2,1,12,"2",17,4,5,".",".",".",".",1,1,0,2,"3",".",3,".",".",".",".",".",".",".","2",".","2",".","2","4","3","2","3","3","2",".","2"
"559",1544,"89",4,3,49,20,1,1,13,"13",22,6,4,".",".",".",".",1,3,2,2,"3","1",4,".",".",".",".",".",".",".","4",".","8",".","4",".",".",".",".",".",".",".","3"
"560",1545,"30",5,0,52,18,1,1,99,"13",99,2,1,".",".",".",".",8,4,0,4,"3",".",4,".",".",".",".",".",".",".","0",".","1",".","2","4","2","2","4","2","3",".","3"
"561",1546,"5",2,1,70,11,1,1,12,"12",21,6,6,"2","4","4","4",1,2,1,3,"3","3",4,"1","1","1","1","1","1","1","3","4",".","1","2",".",".",".",".",".",".",".","."
"562",1548,".",1,9,89,13,1,1,12,".",15,3,2,".",".",".",".",1,2,1,2,"2",".",3,".",".",".",".",".",".",".","9",".","1",".","3",".",".",".",".",".",".",".","3"
"563",1550,"25",3,2,52,16,2,1,12,"12",18,1,4,".",".",".",".",2,3,3,2,"3","1",4,".",".",".",".",".",".",".","2",".","1",".","4",".",".",".",".",".",".",".","2"
"564",1551,".",2,9,73,10,2,2,11,"3",13,1,2,".",".",".",".",8,1,8,3,"1","3",2,".",".",".",".",".",".",".","3",".","2",".","8",".",".",".",".",".",".",".","1"
"565",1553,"70",2,1,52,10,1,1,12,"11",15,2,1,"1","5","5","8",1,1,5,1,"1","3",3,"1","2","1","8","1","2","2","2","1",".","1","3",".",".",".",".",".",".","3","."
"566",1557,"60",1,0,24,14,2,1,12,"12",15,5,8,"1","4","4","4",1,5,2,3,".","2",2,"1","8","1","8","1","2","2",".","1","1","2",".","2","2","2","2","1","2",".","2"
"567",1559,"45",1,2,62,9,1,1,12,"12",16,2,6,"1","5","5","5",1,1,2,2,".","4",2,"2","2","1","2","1","8","8",".","1","2","2","1",".",".",".",".",".",".","1","3"
"568",1562,".",1,3,70,12,2,1,12,".",16,1,5,"1","5","5","5",2,1,7,1,".","2",3,"1","2","1","2","1","2","2",".","1","2","1",".","5","1","3","3","3","3",".","3"
"569",1568,"30",5,0,22,16,2,1,98,"4",98,3,6,".",".",".",".",1,1,1,1,"1","2",3,".",".",".",".",".",".",".","3",".","2",".","2",".",".",".",".",".",".",".","1"
"570",1569,"44",3,0,29,19,2,1,12,"12",21,5,3,"2","4","5","4",1,1,4,3,"2","2",3,"1","1","1","1","1","1","1","2","1",".","1","4","4","2","2","4","2","4",".","."
"571",1575,".",2,2,74,12,2,1,13,".",22,0,6,"1","4","5","5",8,1,8,2,".","1",3,"1","8","1","1","1","2","8",".","1","2","1","2",".",".",".",".",".",".","3","1"
"572",1578,".",2,0,89,13,2,1,12,"99",15,0,6,"1","4","5","5",1,1,8,1,"1","1",2,"1","1","1","2","1","2","2","4","1",".","1","1",".",".",".",".",".",".","1","."
"573",1581,"50",3,1,28,13,1,1,12,"12",18,6,5,".",".",".",".",1,1,4,1,"1","1",3,".",".",".",".",".",".",".","2",".","2",".","2",".",".",".",".",".",".",".","1"
"574",1583,"38",3,1,28,12,2,1,12,"10",18,5,5,"1","5","4","5",2,1,3,2,".","2",2,"1","2","1","1","1","2","2",".","1","2","1","3",".",".",".",".",".",".","2","2"
"575",1586,"35",3,2,53,20,1,1,13,"13",22,2,4,"2","8","8","4",1,4,0,4,"3","2",3,"1","1","1","1","1","1","1","2","4",".","2","3",".",".",".",".",".",".",".","."
"576",1589,"40",1,2,62,14,1,1,12,"11",18,5,7,".",".",".",".",1,1,3,1,"1","9",2,".",".",".",".",".",".",".","2",".","2",".","2",".",".",".",".",".",".",".","1"
"577",1591,".",5,0,74,17,2,1,11,"99",14,0,2,".",".",".",".",2,1,6,1,"2","1",3,".",".",".",".",".",".",".","8",".","2",".","4",".",".",".",".",".",".",".","3"
"578",1594,".",3,1,45,16,2,1,12,".",15,3,3,".",".",".",".",2,4,0,4,"3","2",3,".",".",".",".",".",".",".","3",".","2",".","8",".",".",".",".",".",".",".","2"
"579",1597,"40",5,0,37,12,1,1,12,"12",17,5,5,".",".",".",".",1,1,2,2,"2","2",3,".",".",".",".",".",".",".","2",".","1",".","3",".",".",".",".",".",".",".","2"
"580",1603,"40",3,1,43,13,2,1,11,"10",13,2,6,".",".",".",".",1,1,2,3,"1",".",2,".",".",".",".",".",".",".","3",".","1",".","2","2","3","3","3","1","1",".","2"
"581",1605,"48",3,2,37,12,1,2,12,"12",15,0,4,"2","5","5","5",2,1,3,1,"1","1",2,"1","1","1","2","1","2","2","0","1",".","2","3","2","8","1","2","1","1",".","."
"582",1609,"80",5,1,20,12,2,1,1,"1",1,3,7,"2","4","4","4",1,4,0,4,".","3",2,"2","2","2","2","2","2","2",".","4","1","1","2",".",".",".",".",".",".","3","1"
"583",1610,".",1,3,38,13,2,1,12,"12",19,5,4,"2","5","4","4",8,1,7,3,"1","2",3,"1","2","1","2","1","2","2","4","1",".","1","2","4","2","2","3","4","4",".","."
"584",1614,"40",1,5,38,9,2,1,9,".",10,1,4,"2","4","4","4",1,1,1,3,".","2",1,"2","2","1","2","1","2","2",".","1","2","2","1",".",".",".",".",".",".","3","2"
"585",1618,".",1,3,69,20,1,1,12,".",18,6,6,"2","4","4","4",8,1,5,1,".","2",3,"1","1","1","1","1","1","1",".","4","2","1","2",".",".",".",".",".",".","4","2"
"586",1623,"50",1,3,66,14,1,1,12,"12",21,5,7,".",".",".",".",1,1,8,2,"1","2",3,".",".",".",".",".",".",".","2",".","2",".","2",".",".",".",".",".",".",".","1"
"587",1627,"60",1,2,41,20,1,1,12,"12",21,6,6,"8","4","4","4",1,2,6,2,"2","2",3,"1","2","1","2","1","2","2","2","3",".","1","3",".",".",".",".",".",".","4","."
"588",1634,"40",1,2,44,14,1,1,12,"12",19,2,4,"2","4","4","4",2,4,0,4,".","1",3,"1","1","1","1","1","1","1",".","4","1","2","4",".",".",".",".",".",".","4","2"
"589",1636,"60",3,0,31,17,1,1,12,"12",19,6,3,"2","4","4","4",1,1,7,1,"2","1",3,"1","1","1","1","1","1","1","3","4",".","2","4","2","2","3","4","1","2",".","."
"590",1638,"40",5,0,32,14,2,1,12,"12",15,5,4,"2","4","5","4",1,1,3,2,".","2",2,"1","1","1","1","1","1","1",".","4","1","2","4",".",".",".",".",".",".","3","2"
"591",1641,"40",4,2,50,12,2,1,12,"12",16,0,2,".",".",".",".",1,1,1,2,"3","1",3,".",".",".",".",".",".",".","2",".","2",".","4",".",".",".",".",".",".",".","1"
"592",1646,"60",1,0,29,16,1,1,12,"12",18,1,6,"2","4","4","4",2,1,5,2,"2","1",3,"1","2","1","8","1","1","2","3","4",".","2","3","5","3","2","4","2","2",".","."
"593",1651,"50",5,0,28,14,2,1,12,"12",16,3,4,"2","4","4","4",1,2,7,1,"2","1",2,"1","1","1","1","1","1","1","2","3",".","2","4",".",".",".",".",".",".","4","."
"594",1655,"40",5,6,37,10,1,2,12,"12",15,2,3,"1","5","5","5",2,1,6,2,".","1",2,"1","2","1","1","1","2","2",".","1","1","2","2",".",".",".",".",".",".","4","2"
"595",1657,".",1,2,75,16,1,1,12,"99",19,1,4,".",".",".",".",1,3,6,1,"2",".",3,".",".",".",".",".",".",".","3",".","2",".","2","2","3","2","2","2","2",".","2"
"596",1658,"40",1,2,31,14,2,1,12,"11",19,3,5,"2","4","4","4",1,2,2,2,".","2",3,"1","1","1","1","1","1","1",".","4","2","2",".","3","2","2","3","3","4",".","2"
"597",1666,"60",3,4,41,13,1,2,12,"12",19,2,4,".",".",".",".",2,1,4,1,"1",".",2,".",".",".",".",".",".",".","2",".","1",".","2","2","3","1","3","2","2",".","2"
"598",1669,".",1,3,60,15,1,2,12,".",21,1,3,".",".",".",".",1,1,0,2,"2",".",2,".",".",".",".",".",".",".","3",".","1",".","4","1","3","1","2","1","2",".","2"
"599",1670,"72",1,2,51,11,1,1,12,"12",19,1,2,"2","4","4","4",2,2,6,3,".","3",3,"1","1","1","1","1","1","1",".","4","2","2","2",".",".",".",".",".",".","4","2"
"600",1671,"30",1,3,49,16,2,2,12,"12",21,0,3,"2","5","5","5",2,1,7,1,"1","2",2,"2","2","2","2","2","2","2","2","1",".","2","2","4","3","1","3","1","3",".","."
"601",1672,".",1,4,62,16,1,1,12,"8",19,0,1,"2","4","5","4",2,2,7,1,".","2",2,"1","1","1","1","1","1","1",".","4","1","1","4",".",".",".",".",".",".","4","2"
"602",1673,"50",3,0,42,12,1,1,12,"12",17,2,2,".",".",".",".",1,4,9,4,"4",".",2,".",".",".",".",".",".",".","0",".","2",".","9","1","1","1","1","2","2",".","2"
"603",1674,"40",3,4,47,12,2,1,12,"10",15,5,6,".",".",".",".",2,1,8,1,"1","3",2,".",".",".",".",".",".",".","4",".","2",".","2",".",".",".",".",".",".",".","1"
"604",1678,"50",1,2,41,14,1,2,12,"12",19,0,3,".",".",".",".",1,1,4,2,"1",".",2,".",".",".",".",".",".",".","3",".","2",".","2","3","9","9","9","9","9",".","2"
"605",1679,".",3,3,35,12,2,2,12,"99",15,2,4,".",".",".",".",2,1,7,3,"2","2",2,".",".",".",".",".",".",".","2",".","2",".","4",".",".",".",".",".",".",".","2"
"606",1680,".",3,4,74,10,2,2,98,"99",98,0,4,".",".",".",".",1,1,7,1,"1","2",3,".",".",".",".",".",".",".","4",".","2",".","2",".",".",".",".",".",".",".","1"
"607",1681,".",2,8,76,8,2,2,98,".",98,0,6,"1","5","5","4",1,1,7,1,"1","3",3,"2","2","2","2","2","2","2","4","1",".","1","1","8","2","1","1","1","1",".","."
"608",1683,"40",5,4,39,13,2,2,13,"13",22,0,5,"1","5","5","5",1,1,7,1,"1","1",2,"1","2","1","2","1","2","2","5","1",".","1","3",".",".",".",".",".",".","3","."
"609",1694,"65",1,0,27,14,1,1,12,"11",18,4,4,"2","4","5","4",1,1,1,2,".","2",2,"2","2","1","2","1","2","2",".","1","1","2","3",".",".",".",".",".",".","2","2"
"610",1696,"89",1,3,40,12,2,1,12,"9",18,1,4,".",".",".",".",1,1,0,2,"2",".",2,".",".",".",".",".",".",".","3",".","1",".","3","3","1","2","4","2","2",".","2"
"611",1698,".",2,3,78,14,2,1,10,".",11,2,2,".",".",".",".",1,1,7,1,"2","2",2,".",".",".",".",".",".",".","3",".","2",".","2",".",".",".",".",".",".",".","1"
"612",1700,".",3,5,70,7,1,1,8,".",8,3,3,"1","4","4","4",1,2,8,1,".","3",3,"2","2","1","2","2","2","2",".","1","2","2",".","3","3","8","8","8","8",".","2"
"613",1702,".",1,3,74,12,2,1,12,"1",21,1,6,".",".",".",".",8,1,7,2,"2","2",3,".",".",".",".",".",".",".","3",".","2",".","3",".",".",".",".",".",".",".","2"
"614",1705,".",2,2,77,13,2,1,9,".",10,1,4,".",".",".",".",1,1,5,1,"1",".",3,".",".",".",".",".",".",".","2",".","2",".","2","5","3","2","2","2","2",".","1"
"615",1706,".",1,2,29,12,2,1,9,".",10,3,5,"1","4","4","4",1,4,1,4,".","2",1,"2","2","1","2","1","2","2",".","1","2","1",".","5","9","9","9","9","9",".","2"
"616",1709,"25",3,4,49,14,1,2,11,"11",14,2,4,".",".",".",".",1,1,8,1,"2","1",3,".",".",".",".",".",".",".","3",".","2",".","2",".",".",".",".",".",".",".","1"
"617",1711,".",1,2,45,15,2,1,12,"8",21,3,4,"2","5","4","4",1,1,1,2,"2","2",3,"1","2","1","2","1","2","2","2","1",".","1","3",".",".",".",".",".",".","4","."
"618",1712,".",2,2,77,14,2,1,8,".",8,4,4,".",".",".",".",2,1,7,1,"2",".",2,".",".",".",".",".",".",".","2",".","2",".","2","3","3","2","8","8","8",".","1"
"619",1717,".",1,3,66,12,1,1,99,"99",99,3,5,".",".",".",".",1,1,7,1,"2",".",3,".",".",".",".",".",".",".","3",".","2",".","3","3","9","9","9","9","9",".","8"
"620",1718,".",1,1,60,13,2,1,12,".",19,7,4,"1","5","5","5",2,1,7,1,".","1",3,"2","2","1","2","2","2","2",".","1","2","1","1",".",".",".",".",".",".","4","1"
